Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
HT,Hersha Hospitality Trust,21.89,$915.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ht
HT^C,Hersha Hospitality Trust,25.274,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ht^c
HT^D,Hersha Hospitality Trust,22.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ht^d
HT^E,Hersha Hospitality Trust,22.43,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ht^e
HSY,Hershey Company (The),100.3,$21.29B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hsy
HTZ,"Hertz Global Holdings, Inc",24.18,$2.01B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/htz
HES,Hess Corporation,62.76,$19.87B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hes
HES^A,Hess Corporation,73.742,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hes^a
HPE,Hewlett Packard Enterprise Company,24.51,$40.83B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hpe
HXL,Hexcel Corporation,53.45,$4.9B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hxl
HF,"HFF, Inc.",32.53,$1.24B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hf
HGG,"HHGregg, Inc.",1.54,$42.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hgg
HCLP,Hi-Crush Partners LP,18.7,$1.19B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hclp
NHF,Highland Funds I,22.64,$362.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nhf
HIW,"Highwoods Properties, Inc.",49.39,$4.95B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hiw
HIL,"Hill International, Inc.",3.8,$196.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hil
HI,Hillenbrand Inc,37.4,$2.36B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hi
HRC,Hill-Rom Holdings Inc,55.47,$3.65B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hrc
HTH,Hilltop Holdings Inc.,29.82,$2.94B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hth
HLT,Hilton Worldwide Holdings Inc.,26.52,$26.25B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hlt
HNI,HNI Corporation,55.4,$2.47B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hni
HMLP,Hoegh LNG Partners LP,17.85,$470.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hmlp
HEP,"Holly Energy Partners, L.P.",33.56,$2.11B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hep
HFC,HollyFrontier Corporation,33.07,$5.84B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hfc
HD,"Home Depot, Inc. (The)",133.39,$162.49B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hd
HMC,"Honda Motor Company, Ltd.",30.63,$55.2B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hmc
HON,Honeywell International Inc.,116.23,$88.58B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hon
HMN,Horace Mann Educators Corporation,42.95,$1.73B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hmn
HZN,Horizon Global Corporation,25.15,$525.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hzn
HTF,Horizon Technology Finance Corporation,25.318,$292.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/htf
HRL,Hormel Foods Corporation,34.39,$18.2B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hrl
HOS,Hornbeck Offshore Services,8.24,$299.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hos
HST,"Host Hotels & Resorts, Inc.",19.18,$14.19B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hst
HLI,"Houlihan Lokey, Inc.",30.98,$2.07B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hli
HOV,Hovnanian Enterprises Inc,2.5,$368.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hov
HHC,Howard Hughes Corporation (The),118.33,$4.71B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hhc
HPQ,HP Inc.,15.78,$27B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hpq
HRG,"HRG Group, Inc.",15.5,$3.11B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hrg
HSBC,HSBC Holdings plc,42.64,$168.97B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hsbc
HSBC^A,HSBC Holdings plc,25.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hsbc^a
HSEA,HSBC Holdings plc,26.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hsea
HSEB,HSBC Holdings plc,25.61,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hseb
HNP,"Huaneng Power International, Inc.",25.74,$9.78B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hnp
HUBB,Hubbell Inc,116.25,$6.44B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hubb
HUBS,"HubSpot, Inc.",49.85,$1.78B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hubs
HBM,HudBay Minerals Inc,7.05,$1.67B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hbm
HBM.WS,HudBay Minerals Inc,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hbm.ws
HPP,"Hudson Pacific Properties, Inc.",34.73,$4.76B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hpp
HGT,Hugoton Royalty Trust,2.4,$96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hgt
HUM,Humana Inc.,203.29,$30.31B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hum
HII,"Huntington Ingalls Industries, Inc.",181.5,$8.42B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hii
HUN,Huntsman Corporation,20.31,$4.84B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hun
H,Hyatt Hotels Corporation,56.51,$7.39B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/h
HY,"Hyster-Yale Materials Handling, Inc.",68.42,$1.12B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hy
IAG,Iamgold Corporation,3.73,$1.69B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iag
IBN,ICICI Bank Limited,7.98,$23.2B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibn
IDA,"IDACORP, Inc.",79.92,$4.03B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ida
IEX,IDEX Corporation,93.73,$7.15B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iex
IDT,IDT Corporation,19.59,$451.77M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idt
ITW,Illinois Tool Works Inc.,127.02,$44.58B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itw
IMN,Imation Corporation,1.02,$37.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/imn
IMAX,Imax Corporation,32.55,$2.17B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/imax
IMPV,"Imperva, Inc.",37.8,$1.24B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/impv
ICD,"Independence Contract Drilling, Inc.",6.77,$254.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icd
IHC,Independence Holding Company,20.6,$351.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ihc
IFN,"India Fund, Inc. (The)",22.85,$660.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifn
IBA,"Industrias Bachoco, S.A. de C.V.",47.49,$2.37B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iba
INFY,Infosys Limited,14.74,$33.69B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/infy
HIFR,"InfraREIT, Inc.",17.5,$765.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hifr
ING,"ING Group, N.V.",14.45,$55.92B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ing
INZ,"ING Group, N.V.",25.66,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inz
ISF,"ING Group, N.V.",25.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/isf
ISG,"ING Group, N.V.",25.11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/isg
ISP,"ING Group, N.V.",25.39,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/isp
IR,Ingersoll-Rand plc (Ireland),78.45,$20.27B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ir
NGVT,Ingevity Corporation,50.37,$2.12B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ngvt
INGR,Ingredion Incorporated,124.42,$9.01B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ingr
IIPR,"Innovative Industrial Properties, Inc.",16.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iipr
IPHI,Inphi Corporation,43.6,$1.8B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iphi
NSP,"Insperity, Inc.",72.55,$1.54B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nsp
IBP,"Installed Building Products, Inc.",43.3,$1.36B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibp
INST,"Instructure, Inc.",19.75,$557.84M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inst
ITGR,Integer Holdings Corporation,31.25,$964.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itgr
I,Intelsat S.A.,3.32,$391.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/i
ICE,Intercontinental Exchange Inc.,59.66,$177.69B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ice
IHG,Intercontinental Hotels Group,42.49,$8.36B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ihg
IFF,"Internationa Flavors & Fragrances, Inc.",125.3,$9.95B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iff
IBM,International Business Machines Corporation,166.52,$158.34B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibm
IGT,International Game Technology,24.9,$5.01B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igt
IP,International Paper Company,53.83,$22.14B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ip
INSW,"International Seaways, Inc.",14.36,$418.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/insw
IOC,InterOil Corporation,48.96,$2.46B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ioc
IPG,"Interpublic Group of Companies, Inc. (The)",23.91,$9.49B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipg
IPL^D,Interstate Power and Light Company,24.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipl^d
INXN,InterXion Holding N.V.,34.08,$2.4B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inxn
IL,"IntraLinks Holdings, Inc.",13.09,$756.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/il
SNOW,"Intrawest Resorts Holdings, Inc.",19.17,$762.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/snow
IPI,"Intrepid Potash, Inc",2.65,$202.98M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipi
XON,Intrexon Corporation,29.83,$3.54B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/xon
IVC,Invacare Corporation,12.8,$415.42M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivc
INVN,"InvenSense, Inc.",10.55,$991.42M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/invn
VBF,Invesco Bond Fund,18.23,$207.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vbf
VCV,Invesco California Value Municipal Income Trust,12.02,$575.34M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vcv
VTA,Invesco Credit Opportunities Fund,12.12,$898.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vta
IHIT,Invesco High Income 2023 Target Term Fund,10.182,$219.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ihit
VLT,Invesco High Income Trust II,14.23,$115.53M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vlt
IVR,INVESCO MORTGAGE CAPITAL INC,15.76,$1.76B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivr
IVR^B,INVESCO MORTGAGE CAPITAL INC,24.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivr^b
IVR^A,Invesco Mortgage Capital Inc.,24.62,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivr^a
OIA,Invesco Municipal Income Opportunities Trust,7.22,$342.51M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oia
VMO,Invesco Municipal Opportunity Trust,12.83,$864.65M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vmo
VKQ,Invesco Municipal Trust,12.27,$678.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vkq
VPV,Invesco Pennsylvania Value Municipal Income Trust,12.07,$287.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vpv
IVZ,Invesco Plc,32.79,$13.4B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivz
IQI,Invesco Quality Municipal Income Trust,12.4,$655.76M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iqi
VVR,Invesco Senior Income Trust,4.54,$817.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vvr
VTN,Invesco Trust  for Investment Grade New York Municipal,13.2,$257.07M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtn
VGM,Invesco Trust for Investment Grade Municipals,12.69,$688.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vgm
IIM,Invesco Value Municipal Income Trust,14.66,$689.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iim
ITG,"Investment Technology Group, Inc.",20.41,$664.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itg
IRET,Investors Real Estate Trust,6.45,$783.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iret
IRET^B,Investors Real Estate Trust,25.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iret^b
NVTA,Invitae Corporation,7.24,$234.91M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nvta
IO,Ion Geophysical Corporation,7.9,$93.11M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/io
IRM,Iron Mountain Incorporated,34.65,$9.13B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/irm
IRS,IRSA Inversiones Y Representaciones S.A.,18.6,$1.08B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/irs
ICL,Israel Chemicals Shs,4.24,$5.41B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icl
STAR          ,iStar Financial Inc.,12.65,$900.38M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star
STAR^D,iStar Financial Inc.,24.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^d
STAR^E,iStar Financial Inc.,24.1099,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^e
STAR^F,iStar Financial Inc.,24.2999,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^f
STAR^G,iStar Financial Inc.,24.0299,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^g
STAR^I,iStar Financial Inc.,24,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^i
ITCB,Ita? CorpBanca,12.71,$4.34B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itcb
ITUB,Itau Unibanco Banco Holding SA,10.07,$597.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itub
ITT,ITT Inc.,42.73,$3.77B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itt
IVH,Ivy High Income Opportunities Fund,14.5779,$241.51M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivh
JPM,J P Morgan Chase & Co,85.49,$305.91B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm
JPM.WS,J P Morgan Chase & Co,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm.ws
JPM^A,J P Morgan Chase & Co,24.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^a
JPM^B,J P Morgan Chase & Co,26.78,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^b
JPM^D,J P Morgan Chase & Co,24.47,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^d
JPM^E,J P Morgan Chase & Co,25.83,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^e
JPM^F,J P Morgan Chase & Co,25.46,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^f
JPM^G,J P Morgan Chase & Co,25.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^g
JPM^H,J P Morgan Chase & Co,25.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^h
JAX,"J. Alexander&#39;s Holdings, Inc.",10.45,$153.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jax
JCP,"J.C. Penney Company, Inc. Holding Company",10.21,$3.15B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jcp
SJM,J.M. Smucker Company (The),130.49,$15.19B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sjm
JBL,"Jabil Circuit, Inc.",21.62,$4.01B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jbl
JEC,Jacobs Engineering Group Inc.,61.57,$7.43B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jec
JHX,James Hardie Industries plc.,16.08,$7.08B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jhx
JNS,"Janus Capital Group, Inc",14.14,$2.58B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jns
JOF,Japan Smaller Capitalization Fund Inc,10.56,$299.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jof
JCAP,"Jernigan Capital, Inc.",19.19,$114.37M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jcap
JKS,JinkoSolar Holding Company Limited,15.92,$502.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jks
JMP,JMP Group LLC,6.27,$132.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jmp
JMPB,JMP Group LLC,25.4882,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jmpb
JMPC,JMP Group LLC,25.5599,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jmpc
JBT,John Bean Technologies Corporation,89.05,$2.6B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jbt
BTO,John Hancock Financial Opportunities Fund,35.69,$663.7M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bto
HEQ,John Hancock Hedged Equity & Income Fund,15.78,$192.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/heq
JHS,John Hancock Income Securities Trust,13.82,$160.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jhs
JHI,John Hancock Investors Trust,16.5,$143.76M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jhi
HPF,John Hancock Pfd Income Fund II,19.61,$416.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hpf
HPI,John Hancock Preferred Income Fund,19.77,$513.8M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hpi
HPS,John Hancock Preferred Income Fund III,17.18,$542.34M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hps
PDT,John Hancock Premium Dividend Fund,14.41,$695.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pdt
HTD,John Hancock Tax Advantaged Dividend Income Fund,21.9485,$776.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/htd
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,10.04,$107M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hty
JW.A,"John Wiley & Sons, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jw.a
JW.B,"John Wiley & Sons, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jw.b
JNJ,Johnson & Johnson,112.26,$305.41B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jnj
JCI,Johnson Controls International plc,43.73,$40.96B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jci
JONE,"Jones Energy, Inc.",5,$434.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jone
JLL,Jones Lang LaSalle Incorporated,106.02,$4.79B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jll
JOY,Joy Global Inc.,28.06,$2.75B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/joy
JPEP,JP Energy Partners LP,9.22,$337.98M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpep
JFC,"JPMorgan China Region Fund, Inc.",16.48,$106.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jfc
JMEI,Jumei International Holding Limited,4.66,$683.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jmei
JNPR,"Juniper Networks, Inc.",28.46,$10.82B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jnpr
JP,Jupai Holdings Limited,9.22,$275.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jp
JE,"Just Energy Group, Inc.",5.66,$836.51M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/je
LRN,K12 Inc,16.5,$670.86M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lrn
KAI,Kadant Inc,64.35,$702.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kai
KDMN,"Kadmon Holdings, Inc.",4.8,$216.38M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kdmn
KAMN,Kaman Corporation,50.71,$1.37B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kamn
KSU,Kansas City Southern,86.02,$9.25B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ksu
KSU^,Kansas City Southern,27.5062,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ksu^
KS,KapStone Paper and Packaging Corporation,21.78,$2.1B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ks
KAR,"KAR Auction Services, Inc",43.34,$5.99B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kar
KATE,Kate Spade & Company,16.72,$2.14B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kate
KED,Kayne Anderson Energy Development Company,19.25,$205.71M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ked
KYE,"Kayne Anderson Energy Total Return Fund, Inc.",11.49,$420.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kye
KMF,"Kayne Anderson Midstream Energy Fund, Inc",15.47,$340.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmf
KYN,Kayne Anderson MLP Investment Company,19.21,$2.18B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kyn
KYN^F,Kayne Anderson MLP Investment Company,25.31,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kyn^f
KB,KB Financial Group Inc,37.3,$13.9B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kb
KBH,KB Home,17.21,$1.46B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbh
KBR,"KBR, Inc.",17.6,$2.51B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbr
KAP,"KCAP Financial, Inc.",25.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kap
KCG,"KCG Holdings, Inc.",13.99,$1.21B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kcg
K,Kellogg Company,73.11,$25.65B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/k
KEM,Kemet Corporation,6.22,$287.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kem
KMPA,Kemper Corporation,25.86,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmpa
KMPR,Kemper Corporation,44.8,$2.29B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmpr
KMT,Kennametal Inc.,33.75,$2.7B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmt
KW,Kennedy-Wilson Holdings Inc.,21.45,$2.43B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kw
KWN,Kennedy-Wilson Holdings Inc.,25.59,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kwn
KEN,Kenon Holdings Ltd.,10.415,$559.22M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ken
KEY,KeyCorp,18.46,$19.95B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/key
KEY^G,KeyCorp,134.501,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/key^g
KEY^H,KeyCorp,25.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/key^h
KEYS,Keysight Technologies Inc.,37.12,$6.3B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/keys
KRC,Kilroy Realty Corporation,75.95,$7.01B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/krc
KRC^G,Kilroy Realty Corporation,25.5272,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/krc^g
KRC^H,Kilroy Realty Corporation,25.33,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/krc^h
KMB,Kimberly-Clark Corporation,114.61,$41.05B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmb
KIM,Kimco Realty Corporation,25.98,$11.04B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim
KIM^I,Kimco Realty Corporation,25.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^i
KIM^J,Kimco Realty Corporation,23.68,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^j
KIM^K,Kimco Realty Corporation,23.579,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^k
KMI,"Kinder Morgan, Inc.",21.09,$47.08B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmi
KMI.WS,"Kinder Morgan, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmi.ws
KMI^A,"Kinder Morgan, Inc.",47.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmi^a
KND,"Kindred Healthcare, Inc.",7.75,$659.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/knd
KFS,"Kingsway Financial Services, Inc.",6.05,$141.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kfs
KGC,Kinross Gold Corporation,3.21,$4B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kgc
KEX,Kirby Corporation,69.35,$3.73B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kex
KRG,Kite Realty Group Trust,24.8,$2.07B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/krg
KKR,KKR & Co. L.P.,17.13,$7.7B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kkr
KKR^A,KKR & Co. L.P.,25.22,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kkr^a
KKR^B,KKR & Co. L.P.,25.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kkr^b
KFI,KKR Financial Holdings LLC,25.94,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kfi
KFN^,KKR Financial Holdings LLC,25.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kfn^
KIO,KKR Income Opportunities Fund,15.6492,$238.73M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kio
